card_id,card_url,img_url,name,price,state
852025702,https://www.olx.pl/d/oferta/sruta-zbozowa-mieszanka-dla-drobiu-CID757-IDWF0O2.html,https://ireland.apollo.olxcdn.com:443/v1/files/37kb40og7rpr3-PL/image;s=200x0;q=50,Śruta zbożowa mieszanka dla drobiu,35 zł,
760120022,https://www.olx.pl/d/oferta/wynajme-lokal-biurowy-10m2-z-miejscami-postojowymi-siedlce-sokolowska-CID3-IDPrnVm.html,https://ireland.apollo.olxcdn.com:443/v1/files/tfpk4whkgzqj-PL/image;s=200x0;q=50,Wynajmę Lokal biurowy 10m2 z miejscami postojowymi Siedlce Sokołowska,550 złdo negocjacji,
850695555,https://www.olx.pl/d/oferta/kola-18-5x130-orginalne-audi-q7-touareg-cayenne-CID5-IDWzqM3.html,https://ireland.apollo.olxcdn.com:443/v1/files/7pwlpyixcqqf-PL/image;s=200x0;q=50,"Kola ;18"" 5x130 orginalne audi q7 touareg cayenne",1 990 zł,Używane
829712527,https://www.olx.pl/d/oferta/meska-koszula-primark-CID87-IDU9o87.html,https://ireland.apollo.olxcdn.com:443/v1/files/n090ue4kj0kx1-PL/image;s=200x0;q=50,Męską koszula Primark,12 zł,Używane
853240077,https://www.olx.pl/d/oferta/letnia-luzna-bluzka-z-wiazaniem-styl-lat-80-rozmiar-m-l-CID87-IDWK6IJ.html,https://ireland.apollo.olxcdn.com:443/v1/files/trcqas4cw8i33-PL/image;s=200x0;q=50,"Letnia luźna bluzka z wiązaniem Styl lat 80, rozmiar M/L",15 zł,Używane
847042753,https://www.olx.pl/d/oferta/mieszkanie-w-szczytnie-do-wynajecia-CID3-IDWk6wT.html,https://ireland.apollo.olxcdn.com:443/v1/files/ex4mnif7flke1-PL/image;s=200x0;q=50,Mieszkanie w Szczytnie do wynajęcia,1 300 zł,
561148379,https://www.olx.pl/d/oferta/nowa-opona-14-17-5-14pr-xd2010-tl-galaxy-5-lat-gwarancji-CID757-IDBYvkj.html,https://ireland.apollo.olxcdn.com:443/v1/files/bkypkaf8dflr3-PL/image;s=200x0;q=50,Nowa OPONA 14-17.5 14PR XD2010 TL GALAXY 5 lat Gwarancji.,1 225 zł,
849272152,https://www.olx.pl/d/oferta/fotelik-samochodowy-cybex-britax-be-safe-recaro-takata-maxi-cosi-kiddy-CID88-IDWtstV.html,https://ireland.apollo.olxcdn.com:443/v1/files/20gtkgdnu96j1-PL/image;s=200x0;q=50,Fotelik samochodowy Cybex Britax be safe Recaro Takata Maxi cosi kiddy,179 zł,Używane
849271014,https://www.olx.pl/d/oferta/sliczny-maly-piesek-york-biewer-CID103-IDWtsbA.html,https://ireland.apollo.olxcdn.com:443/v1/files/z4aoqazz4jih2-PL/image;s=200x0;q=50,Śliczny  mały piesek york biewer,1 600 zł,
849798719,https://www.olx.pl/d/oferta/zestaw-kuchenna-mini-kuchnia-dla-dzieci-CID88-IDWwFsX.html,https://ireland.apollo.olxcdn.com:443/v1/files/xfgb6ix1jp7n3-PL/image;s=200x0;q=50,Zestaw kuchenna mini kuchnia dla dzieci,19 zł,Nowe
